,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
379,0.26,https://api.spotify.com/v1/audio-analysis/6VZCuvHwk3xmjwgKga0bNi,0.625,201013.0,0.569,6VZCuvHwk3xmjwgKga0bNi,0.0,0.0,0.127,-5.954,1.0,0.0271,149.987,4.0,https://api.spotify.com/v1/tracks/6VZCuvHwk3xmjwgKga0bNi,audio_features,spotify:track:6VZCuvHwk3xmjwgKga0bNi,0.364
380,0.0494,https://api.spotify.com/v1/audio-analysis/79dlQxvdsCDApoM8XChkpy,0.384,319240.0,0.802,79dlQxvdsCDApoM8XChkpy,0.0,7.0,0.326,-6.602,1.0,0.0429,129.405,4.0,https://api.spotify.com/v1/tracks/79dlQxvdsCDApoM8XChkpy,audio_features,spotify:track:79dlQxvdsCDApoM8XChkpy,0.568
381,0.253,https://api.spotify.com/v1/audio-analysis/3IyeQMpMEqNcEvFQGJ2eps,0.612,211360.0,0.875,3IyeQMpMEqNcEvFQGJ2eps,0.0,1.0,0.423,-6.032,1.0,0.351,99.882,4.0,https://api.spotify.com/v1/tracks/3IyeQMpMEqNcEvFQGJ2eps,audio_features,spotify:track:3IyeQMpMEqNcEvFQGJ2eps,0.811
382,0.0374,https://api.spotify.com/v1/audio-analysis/71V8IUxhq9Sc6MtVFKHXQ7,0.449,224026.0,0.903,71V8IUxhq9Sc6MtVFKHXQ7,0.0,9.0,0.891,-5.512,1.0,0.181,173.924,4.0,https://api.spotify.com/v1/tracks/71V8IUxhq9Sc6MtVFKHXQ7,audio_features,spotify:track:71V8IUxhq9Sc6MtVFKHXQ7,0.552
383,0.00302,https://api.spotify.com/v1/audio-analysis/2Pv7zg9cBPZvZuOrusG4bw,0.562,158667.0,0.904,2Pv7zg9cBPZvZuOrusG4bw,0.0,1.0,0.0433,-4.947,1.0,0.0807,94.481,4.0,https://api.spotify.com/v1/tracks/2Pv7zg9cBPZvZuOrusG4bw,audio_features,spotify:track:2Pv7zg9cBPZvZuOrusG4bw,0.64
384,0.0159,https://api.spotify.com/v1/audio-analysis/6AYwClZvzz3HTw4ghP4FgO,0.741,239453.0,0.54,6AYwClZvzz3HTw4ghP4FgO,0.0,6.0,0.173,-9.733,1.0,0.303,85.022,4.0,https://api.spotify.com/v1/tracks/6AYwClZvzz3HTw4ghP4FgO,audio_features,spotify:track:6AYwClZvzz3HTw4ghP4FgO,0.788
385,0.328,https://api.spotify.com/v1/audio-analysis/0sQLhT32E9ZG2zn5iYR6nN,0.508,227280.0,0.677,0sQLhT32E9ZG2zn5iYR6nN,0.0,1.0,0.0491,-5.696,1.0,0.0656,121.928,5.0,https://api.spotify.com/v1/tracks/0sQLhT32E9ZG2zn5iYR6nN,audio_features,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.558
386,0.0426,https://api.spotify.com/v1/audio-analysis/048thBsGA2IfiubeNWC0v2,0.337,199973.0,0.615,048thBsGA2IfiubeNWC0v2,1.67e-05,9.0,0.193,-6.615,0.0,0.0937,191.541,4.0,https://api.spotify.com/v1/tracks/048thBsGA2IfiubeNWC0v2,audio_features,spotify:track:048thBsGA2IfiubeNWC0v2,0.0729
387,0.0106,https://api.spotify.com/v1/audio-analysis/2QEAkoaLiFWaCjNa40M7sg,0.451,183808.0,0.708,2QEAkoaLiFWaCjNa40M7sg,0.0,0.0,0.34,-5.066,0.0,0.0308,86.878,4.0,https://api.spotify.com/v1/tracks/2QEAkoaLiFWaCjNa40M7sg,audio_features,spotify:track:2QEAkoaLiFWaCjNa40M7sg,0.36
388,0.0137,https://api.spotify.com/v1/audio-analysis/1BECwm5qkaBwlbfo4kpYx8,0.462,203507.0,0.538,1BECwm5qkaBwlbfo4kpYx8,0.0,0.0,0.429,-5.527,1.0,0.059,139.256,4.0,https://api.spotify.com/v1/tracks/1BECwm5qkaBwlbfo4kpYx8,audio_features,spotify:track:1BECwm5qkaBwlbfo4kpYx8,0.385
389,0.141,https://api.spotify.com/v1/audio-analysis/3853uIOwh2L9F8TkDd1F49,0.669,242440.0,0.747,3853uIOwh2L9F8TkDd1F49,0.0,6.0,0.185,-7.108,1.0,0.0428,122.531,4.0,https://api.spotify.com/v1/tracks/3853uIOwh2L9F8TkDd1F49,audio_features,spotify:track:3853uIOwh2L9F8TkDd1F49,0.466
390,0.117,https://api.spotify.com/v1/audio-analysis/0MAubp6s6yJTTaVQtX0VVB,0.915,190595.0,0.301,0MAubp6s6yJTTaVQtX0VVB,0.0,2.0,0.089,-7.657,1.0,0.237,100.519,4.0,https://api.spotify.com/v1/tracks/0MAubp6s6yJTTaVQtX0VVB,audio_features,spotify:track:0MAubp6s6yJTTaVQtX0VVB,0.356
391,0.189,https://api.spotify.com/v1/audio-analysis/5MGNXZUqLX8HCsAplTjzxw,0.692,212947.0,0.567,5MGNXZUqLX8HCsAplTjzxw,0.0,2.0,0.0725,-6.205,1.0,0.161,185.08,4.0,https://api.spotify.com/v1/tracks/5MGNXZUqLX8HCsAplTjzxw,audio_features,spotify:track:5MGNXZUqLX8HCsAplTjzxw,0.108
392,0.0192,https://api.spotify.com/v1/audio-analysis/3anp5nvmUKwMBEIEL1sPHR,0.795,237054.0,0.646,3anp5nvmUKwMBEIEL1sPHR,0.0,8.0,0.278,-9.001,1.0,0.436,80.027,4.0,https://api.spotify.com/v1/tracks/3anp5nvmUKwMBEIEL1sPHR,audio_features,spotify:track:3anp5nvmUKwMBEIEL1sPHR,0.637
393,0.198,https://api.spotify.com/v1/audio-analysis/2C2TGgFzrTRIOdQS1vUN5h,0.736,171093.0,0.806,2C2TGgFzrTRIOdQS1vUN5h,0.00133,10.0,0.0792,-6.484,0.0,0.0855,101.998,4.0,https://api.spotify.com/v1/tracks/2C2TGgFzrTRIOdQS1vUN5h,audio_features,spotify:track:2C2TGgFzrTRIOdQS1vUN5h,0.834
394,0.0244,https://api.spotify.com/v1/audio-analysis/3twQx3psUMJKj4wna5d1zU,0.746,222093.0,0.873,3twQx3psUMJKj4wna5d1zU,0.0,7.0,0.354,-3.803,1.0,0.128,148.075,4.0,https://api.spotify.com/v1/tracks/3twQx3psUMJKj4wna5d1zU,audio_features,spotify:track:3twQx3psUMJKj4wna5d1zU,0.808
395,0.0466,https://api.spotify.com/v1/audio-analysis/3Vn9oCZbdI1EMO7jxdz2Rc,0.66,382387.0,0.695,3Vn9oCZbdI1EMO7jxdz2Rc,0.145,9.0,0.0854,-6.896,0.0,0.029,129.972,4.0,https://api.spotify.com/v1/tracks/3Vn9oCZbdI1EMO7jxdz2Rc,audio_features,spotify:track:3Vn9oCZbdI1EMO7jxdz2Rc,0.506
396,0.0788,https://api.spotify.com/v1/audio-analysis/3sb66av9ZpdI1JmPDHVa18,0.337,317027.0,0.365,3sb66av9ZpdI1JmPDHVa18,3.84e-05,0.0,0.202,-15.091,1.0,0.0318,136.264,4.0,https://api.spotify.com/v1/tracks/3sb66av9ZpdI1JmPDHVa18,audio_features,spotify:track:3sb66av9ZpdI1JmPDHVa18,0.498
397,0.523,https://api.spotify.com/v1/audio-analysis/3Eh33UmqyS7PGIfaNQgr0d,0.666,243427.0,0.719,3Eh33UmqyS7PGIfaNQgr0d,0.0,2.0,0.0751,-7.216,1.0,0.0457,113.549,4.0,https://api.spotify.com/v1/tracks/3Eh33UmqyS7PGIfaNQgr0d,audio_features,spotify:track:3Eh33UmqyS7PGIfaNQgr0d,0.535
398,0.206,https://api.spotify.com/v1/audio-analysis/0Y0pFPV5Y9OCxY5ZkcAE31,0.366,597933.0,0.552,0Y0pFPV5Y9OCxY5ZkcAE31,0.0595,6.0,0.178,-8.35,1.0,0.0317,97.98,4.0,https://api.spotify.com/v1/tracks/0Y0pFPV5Y9OCxY5ZkcAE31,audio_features,spotify:track:0Y0pFPV5Y9OCxY5ZkcAE31,0.108
399,0.0159,https://api.spotify.com/v1/audio-analysis/026yenUGRg687r3Muqkyhf,0.619,227507.0,0.652,026yenUGRg687r3Muqkyhf,1.3e-06,8.0,0.449,-5.358,1.0,0.0643,96.086,4.0,https://api.spotify.com/v1/tracks/026yenUGRg687r3Muqkyhf,audio_features,spotify:track:026yenUGRg687r3Muqkyhf,0.226
400,0.0265,https://api.spotify.com/v1/audio-analysis/57gS5wJqIH6sbtBIIiioNY,0.667,182947.0,0.886,57gS5wJqIH6sbtBIIiioNY,0.0,4.0,0.0759,-5.12,1.0,0.0387,146.076,4.0,https://api.spotify.com/v1/tracks/57gS5wJqIH6sbtBIIiioNY,audio_features,spotify:track:57gS5wJqIH6sbtBIIiioNY,0.946
401,0.00116,https://api.spotify.com/v1/audio-analysis/5az4fckVxzi1tUyIrwRdos,0.746,173893.0,0.764,5az4fckVxzi1tUyIrwRdos,8.19e-06,0.0,0.0867,-5.066,0.0,0.0423,137.98,4.0,https://api.spotify.com/v1/tracks/5az4fckVxzi1tUyIrwRdos,audio_features,spotify:track:5az4fckVxzi1tUyIrwRdos,0.503
402,0.025,https://api.spotify.com/v1/audio-analysis/3nW6HqoWdzpdz2oAzkHEoV,0.897,286145.0,0.639,3nW6HqoWdzpdz2oAzkHEoV,2.37e-06,2.0,0.152,-8.708,1.0,0.0508,127.987,4.0,https://api.spotify.com/v1/tracks/3nW6HqoWdzpdz2oAzkHEoV,audio_features,spotify:track:3nW6HqoWdzpdz2oAzkHEoV,0.287
403,0.0933,https://api.spotify.com/v1/audio-analysis/5nN8BwAQDJDguq7Dpd3JQQ,0.813,208027.0,0.453,5nN8BwAQDJDguq7Dpd3JQQ,0.0,1.0,0.14,-6.941,1.0,0.338,161.997,4.0,https://api.spotify.com/v1/tracks/5nN8BwAQDJDguq7Dpd3JQQ,audio_features,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,0.186
404,0.041,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,0.432,250286.0,0.781,66hayvUbTotekKU3H4ta1f,4.21e-06,4.0,0.0789,-4.038,0.0,0.0567,139.432,4.0,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,audio_features,spotify:track:66hayvUbTotekKU3H4ta1f,0.191
405,0.0916,https://api.spotify.com/v1/audio-analysis/0lLDaAdXcjOQ7Mf2NXzXay,0.828,292593.0,0.609,0lLDaAdXcjOQ7Mf2NXzXay,1.21e-06,1.0,0.291,-4.402,1.0,0.0694,109.725,4.0,https://api.spotify.com/v1/tracks/0lLDaAdXcjOQ7Mf2NXzXay,audio_features,spotify:track:0lLDaAdXcjOQ7Mf2NXzXay,0.724
406,0.275,https://api.spotify.com/v1/audio-analysis/0tjtAeucl6tl3EjY0bMj3K,0.672,236907.0,0.787,0tjtAeucl6tl3EjY0bMj3K,0.0,8.0,0.139,-5.702,1.0,0.0384,141.231,4.0,https://api.spotify.com/v1/tracks/0tjtAeucl6tl3EjY0bMj3K,audio_features,spotify:track:0tjtAeucl6tl3EjY0bMj3K,0.96
407,0.0484,https://api.spotify.com/v1/audio-analysis/3uxVUNjF2jtt9zqgJCp9Zh,0.441,201080.0,0.834,3uxVUNjF2jtt9zqgJCp9Zh,0.0,11.0,0.153,-3.715,1.0,0.0567,160.226,4.0,https://api.spotify.com/v1/tracks/3uxVUNjF2jtt9zqgJCp9Zh,audio_features,spotify:track:3uxVUNjF2jtt9zqgJCp9Zh,0.563
408,0.000235,https://api.spotify.com/v1/audio-analysis/4OjuzM3rTWp3q60mEldNSF,0.741,181081.0,0.488,4OjuzM3rTWp3q60mEldNSF,0.0,8.0,0.0488,-8.253,1.0,0.362,160.018,4.0,https://api.spotify.com/v1/tracks/4OjuzM3rTWp3q60mEldNSF,audio_features,spotify:track:4OjuzM3rTWp3q60mEldNSF,0.624
409,0.885,https://api.spotify.com/v1/audio-analysis/1EPmjXdSdJgP08mrrmnw7h,0.729,232640.0,0.248,1EPmjXdSdJgP08mrrmnw7h,2e-05,0.0,0.116,-8.772,1.0,0.0317,140.904,4.0,https://api.spotify.com/v1/tracks/1EPmjXdSdJgP08mrrmnw7h,audio_features,spotify:track:1EPmjXdSdJgP08mrrmnw7h,0.434
410,0.9,https://api.spotify.com/v1/audio-analysis/3jHCXrZNz8fQEEf4BpWCAj,0.481,210160.0,0.285,3jHCXrZNz8fQEEf4BpWCAj,0.0,0.0,0.123,-10.848,1.0,0.0424,130.029,4.0,https://api.spotify.com/v1/tracks/3jHCXrZNz8fQEEf4BpWCAj,audio_features,spotify:track:3jHCXrZNz8fQEEf4BpWCAj,0.305
411,0.0259,https://api.spotify.com/v1/audio-analysis/2Xm00M3mcMcdSv7QJBhlvr,0.692,227087.0,0.346,2Xm00M3mcMcdSv7QJBhlvr,0.0,5.0,0.104,-8.563,0.0,0.0456,104.988,4.0,https://api.spotify.com/v1/tracks/2Xm00M3mcMcdSv7QJBhlvr,audio_features,spotify:track:2Xm00M3mcMcdSv7QJBhlvr,0.396
412,0.0265,https://api.spotify.com/v1/audio-analysis/20fAoPjfYltmd3K3bO7gbt,0.729,171333.0,0.672,20fAoPjfYltmd3K3bO7gbt,0.0,7.0,0.244,-6.749,1.0,0.282,159.903,4.0,https://api.spotify.com/v1/tracks/20fAoPjfYltmd3K3bO7gbt,audio_features,spotify:track:20fAoPjfYltmd3K3bO7gbt,0.566
413,0.0819,https://api.spotify.com/v1/audio-analysis/7vldwy3gdhmPRKWSCi8H61,0.525,244907.0,0.809,7vldwy3gdhmPRKWSCi8H61,1.22e-06,1.0,0.0971,-6.185,0.0,0.0619,127.073,4.0,https://api.spotify.com/v1/tracks/7vldwy3gdhmPRKWSCi8H61,audio_features,spotify:track:7vldwy3gdhmPRKWSCi8H61,0.207
414,0.0645,https://api.spotify.com/v1/audio-analysis/0j4giTw6pwgbFEHwMm4VWe,0.726,213876.0,0.792,0j4giTw6pwgbFEHwMm4VWe,0.0,1.0,0.0703,-4.64,0.0,0.0706,122.003,4.0,https://api.spotify.com/v1/tracks/0j4giTw6pwgbFEHwMm4VWe,audio_features,spotify:track:0j4giTw6pwgbFEHwMm4VWe,0.834
415,0.0324,https://api.spotify.com/v1/audio-analysis/6tVRUc0W8vRK51a2BnGstJ,0.635,200253.0,0.721,6tVRUc0W8vRK51a2BnGstJ,0.0,10.0,0.222,-4.811,0.0,0.049,148.064,4.0,https://api.spotify.com/v1/tracks/6tVRUc0W8vRK51a2BnGstJ,audio_features,spotify:track:6tVRUc0W8vRK51a2BnGstJ,0.505
416,0.164,https://api.spotify.com/v1/audio-analysis/7nQrUXVzVeYb0hAuabfmaP,0.335,241107.0,0.625,7nQrUXVzVeYb0hAuabfmaP,0.0,7.0,0.0708,-7.462,1.0,0.0386,150.277,4.0,https://api.spotify.com/v1/tracks/7nQrUXVzVeYb0hAuabfmaP,audio_features,spotify:track:7nQrUXVzVeYb0hAuabfmaP,0.334
417,0.652,https://api.spotify.com/v1/audio-analysis/28fuXrmmF9dYWx25dMW9dP,0.676,124520.0,0.56,28fuXrmmF9dYWx25dMW9dP,0.0,8.0,0.462,-6.281,1.0,0.0611,141.285,4.0,https://api.spotify.com/v1/tracks/28fuXrmmF9dYWx25dMW9dP,audio_features,spotify:track:28fuXrmmF9dYWx25dMW9dP,0.833
418,0.857,https://api.spotify.com/v1/audio-analysis/6NMz3Cjvod2qnJjakiRDA8,0.381,191640.0,0.141,6NMz3Cjvod2qnJjakiRDA8,1.13e-06,1.0,0.0995,-15.439,1.0,0.0384,131.76,4.0,https://api.spotify.com/v1/tracks/6NMz3Cjvod2qnJjakiRDA8,audio_features,spotify:track:6NMz3Cjvod2qnJjakiRDA8,0.19
419,0.571,https://api.spotify.com/v1/audio-analysis/2s50afJwZFxf6pPZSpkTBu,0.746,131280.0,0.345,2s50afJwZFxf6pPZSpkTBu,0.0,2.0,0.059,-13.446,1.0,0.0393,119.793,4.0,https://api.spotify.com/v1/tracks/2s50afJwZFxf6pPZSpkTBu,audio_features,spotify:track:2s50afJwZFxf6pPZSpkTBu,0.836
420,0.799,https://api.spotify.com/v1/audio-analysis/0GhuwiwcAuw3zU5QHCmBiP,0.24,200000.0,0.437,0GhuwiwcAuw3zU5QHCmBiP,0.0764,2.0,0.0885,-7.44,1.0,0.0324,89.538,3.0,https://api.spotify.com/v1/tracks/0GhuwiwcAuw3zU5QHCmBiP,audio_features,spotify:track:0GhuwiwcAuw3zU5QHCmBiP,0.0779
421,0.0195,https://api.spotify.com/v1/audio-analysis/4lvQiZUhHgG8Oldd8S97hd,0.632,260453.0,0.516,4lvQiZUhHgG8Oldd8S97hd,0.0,6.0,0.139,-8.088,1.0,0.035,133.71,4.0,https://api.spotify.com/v1/tracks/4lvQiZUhHgG8Oldd8S97hd,audio_features,spotify:track:4lvQiZUhHgG8Oldd8S97hd,0.329
422,0.771,https://api.spotify.com/v1/audio-analysis/0Mfbc7b4veAMEiWOffph5q,0.52,199760.0,0.415,0Mfbc7b4veAMEiWOffph5q,0.0,6.0,0.127,-4.961,0.0,0.0261,103.029,4.0,https://api.spotify.com/v1/tracks/0Mfbc7b4veAMEiWOffph5q,audio_features,spotify:track:0Mfbc7b4veAMEiWOffph5q,0.454
423,0.174,https://api.spotify.com/v1/audio-analysis/2LcB304HDrCx8WVDEQn7CK,0.48,220679.0,0.681,2LcB304HDrCx8WVDEQn7CK,0.0,5.0,0.0783,-6.619,0.0,0.096,88.772,4.0,https://api.spotify.com/v1/tracks/2LcB304HDrCx8WVDEQn7CK,audio_features,spotify:track:2LcB304HDrCx8WVDEQn7CK,0.203
424,0.214,https://api.spotify.com/v1/audio-analysis/5ByIHT8s38diBQf6dkEWbt,0.864,174190.0,0.738,5ByIHT8s38diBQf6dkEWbt,0.0,4.0,0.179,-4.323,1.0,0.0309,100.0,4.0,https://api.spotify.com/v1/tracks/5ByIHT8s38diBQf6dkEWbt,audio_features,spotify:track:5ByIHT8s38diBQf6dkEWbt,0.935
425,0.0997,https://api.spotify.com/v1/audio-analysis/70OTIpw8x8UXUsuCHW9i1i,0.723,192107.0,0.711,70OTIpw8x8UXUsuCHW9i1i,0.0,0.0,0.0528,-5.576,0.0,0.0378,138.098,4.0,https://api.spotify.com/v1/tracks/70OTIpw8x8UXUsuCHW9i1i,audio_features,spotify:track:70OTIpw8x8UXUsuCHW9i1i,0.6
426,0.811,https://api.spotify.com/v1/audio-analysis/4hgrcrkcaHtsdKU35RZyn6,0.507,186853.0,0.312,4hgrcrkcaHtsdKU35RZyn6,0.0,2.0,0.122,-5.751,1.0,0.028,141.819,4.0,https://api.spotify.com/v1/tracks/4hgrcrkcaHtsdKU35RZyn6,audio_features,spotify:track:4hgrcrkcaHtsdKU35RZyn6,0.443
427,0.415,https://api.spotify.com/v1/audio-analysis/6GtMaEfcLyzwfglzSlqzyX,0.216,190440.0,0.493,6GtMaEfcLyzwfglzSlqzyX,5.15e-05,6.0,0.147,-5.356,1.0,0.0287,100.921,4.0,https://api.spotify.com/v1/tracks/6GtMaEfcLyzwfglzSlqzyX,audio_features,spotify:track:6GtMaEfcLyzwfglzSlqzyX,0.34
428,0.00854,https://api.spotify.com/v1/audio-analysis/4rujbg8RNFitwtkv1qEq4K,0.893,170638.0,0.48,4rujbg8RNFitwtkv1qEq4K,0.0,1.0,0.116,-3.728,0.0,0.356,86.976,4.0,https://api.spotify.com/v1/tracks/4rujbg8RNFitwtkv1qEq4K,audio_features,spotify:track:4rujbg8RNFitwtkv1qEq4K,0.373
429,0.151,https://api.spotify.com/v1/audio-analysis/4W38RXuQNuoTSwVsQA1OGC,0.589,186253.0,0.704,4W38RXuQNuoTSwVsQA1OGC,0.0,4.0,0.067,-4.772,1.0,0.0303,84.956,4.0,https://api.spotify.com/v1/tracks/4W38RXuQNuoTSwVsQA1OGC,audio_features,spotify:track:4W38RXuQNuoTSwVsQA1OGC,0.429
430,0.358,https://api.spotify.com/v1/audio-analysis/5pYHLaaHFcON5uvJccnwOi,0.629,242320.0,0.874,5pYHLaaHFcON5uvJccnwOi,0.0,9.0,0.084,-3.587,1.0,0.0432,137.973,4.0,https://api.spotify.com/v1/tracks/5pYHLaaHFcON5uvJccnwOi,audio_features,spotify:track:5pYHLaaHFcON5uvJccnwOi,0.701
431,0.106,https://api.spotify.com/v1/audio-analysis/3RWzLyBUqoBSX4jTAHo4TP,0.487,216213.0,0.853,3RWzLyBUqoBSX4jTAHo4TP,0.0,8.0,0.168,-3.95,1.0,0.0481,111.019,3.0,https://api.spotify.com/v1/tracks/3RWzLyBUqoBSX4jTAHo4TP,audio_features,spotify:track:3RWzLyBUqoBSX4jTAHo4TP,0.385
432,0.0127,https://api.spotify.com/v1/audio-analysis/46GGxd8TVRt6FjUBfCavVT,0.514,195199.0,0.858,46GGxd8TVRt6FjUBfCavVT,0.0528,2.0,0.251,-5.995,1.0,0.0896,89.833,4.0,https://api.spotify.com/v1/tracks/46GGxd8TVRt6FjUBfCavVT,audio_features,spotify:track:46GGxd8TVRt6FjUBfCavVT,0.592
433,0.88,https://api.spotify.com/v1/audio-analysis/5JcxAgRw2S3hb67AA8Vk13,0.383,134347.0,0.256,5JcxAgRw2S3hb67AA8Vk13,2.69e-06,0.0,0.169,-8.572,1.0,0.0332,114.188,4.0,https://api.spotify.com/v1/tracks/5JcxAgRw2S3hb67AA8Vk13,audio_features,spotify:track:5JcxAgRw2S3hb67AA8Vk13,0.501
434,0.00414,https://api.spotify.com/v1/audio-analysis/5zUKLvNNM7HOyDTuYcs1EE,0.577,182560.0,0.778,5zUKLvNNM7HOyDTuYcs1EE,0.0,9.0,0.097,-6.865,1.0,0.2,86.849,4.0,https://api.spotify.com/v1/tracks/5zUKLvNNM7HOyDTuYcs1EE,audio_features,spotify:track:5zUKLvNNM7HOyDTuYcs1EE,0.163
435,0.121,https://api.spotify.com/v1/audio-analysis/10SDxx0CFWGqgVVBeX22TP,0.644,286853.0,0.595,10SDxx0CFWGqgVVBeX22TP,0.0,1.0,0.279,-6.877,1.0,0.215,148.889,3.0,https://api.spotify.com/v1/tracks/10SDxx0CFWGqgVVBeX22TP,audio_features,spotify:track:10SDxx0CFWGqgVVBeX22TP,0.543
436,0.107,https://api.spotify.com/v1/audio-analysis/2MXAf9ZXLinvHIbHJbCNSj,0.634,331013.0,0.64,2MXAf9ZXLinvHIbHJbCNSj,0.0,8.0,0.0972,-7.345,0.0,0.0826,82.896,4.0,https://api.spotify.com/v1/tracks/2MXAf9ZXLinvHIbHJbCNSj,audio_features,spotify:track:2MXAf9ZXLinvHIbHJbCNSj,0.64
437,0.00199,https://api.spotify.com/v1/audio-analysis/4zRdmcE23a3LTVBTH1TtlP,0.523,273253.0,0.757,4zRdmcE23a3LTVBTH1TtlP,0.0,6.0,0.3,-6.772,0.0,0.138,134.828,4.0,https://api.spotify.com/v1/tracks/4zRdmcE23a3LTVBTH1TtlP,audio_features,spotify:track:4zRdmcE23a3LTVBTH1TtlP,0.375
438,0.00419,https://api.spotify.com/v1/audio-analysis/7zpZQzTwWBN0eOsmb4WPH3,0.748,213053.0,0.741,7zpZQzTwWBN0eOsmb4WPH3,0.0,6.0,0.147,-3.103,1.0,0.0531,128.077,4.0,https://api.spotify.com/v1/tracks/7zpZQzTwWBN0eOsmb4WPH3,audio_features,spotify:track:7zpZQzTwWBN0eOsmb4WPH3,0.533
439,0.0319,https://api.spotify.com/v1/audio-analysis/57EH1IvuQYjfvUQOGTypd4,0.573,197307.0,0.85,57EH1IvuQYjfvUQOGTypd4,0.0,10.0,0.081,-3.816,1.0,0.0361,127.992,4.0,https://api.spotify.com/v1/tracks/57EH1IvuQYjfvUQOGTypd4,audio_features,spotify:track:57EH1IvuQYjfvUQOGTypd4,0.339
440,0.607,https://api.spotify.com/v1/audio-analysis/5tIJb0C5rIbiDijHl41byE,0.614,258987.0,0.379,5tIJb0C5rIbiDijHl41byE,0.000464,4.0,0.0986,-10.48,1.0,0.0476,107.989,4.0,https://api.spotify.com/v1/tracks/5tIJb0C5rIbiDijHl41byE,audio_features,spotify:track:5tIJb0C5rIbiDijHl41byE,0.198
441,0.816,https://api.spotify.com/v1/audio-analysis/3LLYIitFpZSmXY95rQxw0E,0.191,189093.0,0.369,3LLYIitFpZSmXY95rQxw0E,0.0,2.0,0.123,-6.784,1.0,0.0272,89.822,3.0,https://api.spotify.com/v1/tracks/3LLYIitFpZSmXY95rQxw0E,audio_features,spotify:track:3LLYIitFpZSmXY95rQxw0E,0.138
442,0.0478,https://api.spotify.com/v1/audio-analysis/6f1nXh4PrmOhgTzBui72L6,0.643,275040.0,0.499,6f1nXh4PrmOhgTzBui72L6,0.0,2.0,0.108,-6.795,0.0,0.0308,133.978,4.0,https://api.spotify.com/v1/tracks/6f1nXh4PrmOhgTzBui72L6,audio_features,spotify:track:6f1nXh4PrmOhgTzBui72L6,0.364
443,0.424,https://api.spotify.com/v1/audio-analysis/31mfhAKOC4q1qSUl8YqiIh,0.418,194813.0,0.548,31mfhAKOC4q1qSUl8YqiIh,1.06e-05,7.0,0.0945,-6.438,1.0,0.0292,151.924,4.0,https://api.spotify.com/v1/tracks/31mfhAKOC4q1qSUl8YqiIh,audio_features,spotify:track:31mfhAKOC4q1qSUl8YqiIh,0.44
444,0.0788,https://api.spotify.com/v1/audio-analysis/4oHmgneU9dwYoqg0SJSOCf,0.762,230635.0,0.87,4oHmgneU9dwYoqg0SJSOCf,0.0,6.0,0.137,-3.287,0.0,0.128,132.049,4.0,https://api.spotify.com/v1/tracks/4oHmgneU9dwYoqg0SJSOCf,audio_features,spotify:track:4oHmgneU9dwYoqg0SJSOCf,0.753
445,0.924,https://api.spotify.com/v1/audio-analysis/62gFelpaDV9TPR4AybUfjK,0.507,170573.0,0.223,62gFelpaDV9TPR4AybUfjK,0.0,2.0,0.223,-6.772,0.0,0.0361,130.352,3.0,https://api.spotify.com/v1/tracks/62gFelpaDV9TPR4AybUfjK,audio_features,spotify:track:62gFelpaDV9TPR4AybUfjK,0.398
446,0.254,https://api.spotify.com/v1/audio-analysis/3y1t2sEahs8idFz2tiYNPO,0.523,187587.0,0.834,3y1t2sEahs8idFz2tiYNPO,0.0,6.0,0.393,-3.561,1.0,0.0281,92.99,4.0,https://api.spotify.com/v1/tracks/3y1t2sEahs8idFz2tiYNPO,audio_features,spotify:track:3y1t2sEahs8idFz2tiYNPO,0.455
447,0.923,https://api.spotify.com/v1/audio-analysis/42RxuXnd94CPWEPJjZIGWl,0.38,224575.0,0.297,42RxuXnd94CPWEPJjZIGWl,0.0,2.0,0.112,-5.506,1.0,0.05,184.276,4.0,https://api.spotify.com/v1/tracks/42RxuXnd94CPWEPJjZIGWl,audio_features,spotify:track:42RxuXnd94CPWEPJjZIGWl,0.258
448,0.856,https://api.spotify.com/v1/audio-analysis/26NYwqu3WmanT6IwoqEDSN,0.255,237222.0,0.168,26NYwqu3WmanT6IwoqEDSN,0.827,2.0,0.105,-15.899,1.0,0.0342,161.896,3.0,https://api.spotify.com/v1/tracks/26NYwqu3WmanT6IwoqEDSN,audio_features,spotify:track:26NYwqu3WmanT6IwoqEDSN,0.142
449,0.907,https://api.spotify.com/v1/audio-analysis/150xRZE9rtvEPdedbf3y3l,0.558,234787.0,0.296,150xRZE9rtvEPdedbf3y3l,0.0,10.0,0.108,-9.18,1.0,0.0427,76.04,4.0,https://api.spotify.com/v1/tracks/150xRZE9rtvEPdedbf3y3l,audio_features,spotify:track:150xRZE9rtvEPdedbf3y3l,0.473
450,0.0026,https://api.spotify.com/v1/audio-analysis/52izjvF7wwveRG1rDJsGWe,0.617,218773.0,0.759,52izjvF7wwveRG1rDJsGWe,0.0,0.0,0.419,-6.785,0.0,0.0677,122.925,4.0,https://api.spotify.com/v1/tracks/52izjvF7wwveRG1rDJsGWe,audio_features,spotify:track:52izjvF7wwveRG1rDJsGWe,0.309
